"","Speed","Hours","ID","Sex","Season","DistRoad1","DistRoad2","DistSettl"
"1",3.26168994559141,3,1,2,1,3.03090503425343,1.98166457012513,3.77150797995618
"2",0.8510759777282,4,1,2,1,3.4471049737436,0.344896923717549,2.41918470384083
"3",1.98867213943859,5,1,2,1,1.99523929848572,1.04828380349703,3.24349535510305
"4",0.369111948335979,6,1,2,1,4.37792652086762,1.6933332418813,2.12284194153847
"5",0.572168236330908,7,1,2,1,2.36247904690227,1.34650518384715,2.52282233635521
"6",0.96607908975351,8,1,2,1,3.9622910800113,1.02846838496084,3.04029733796717
"7",0.601250663980432,9,1,2,1,0.0165826268814482,1.8026466580246,2.40437755287317
"8",1.17044902819603,12,1,2,1,1.91418270114187,1.73327104441946,3.39238367278038
"9",0.688431721327401,13,1,2,1,3.3962350078801,1.15419156935636,2.09479063166119
"10",1.51071847341003,14,1,2,1,0.544814728676219,2.37046684390326,1.46991790897779
"11",0.606599767203784,15,1,2,1,3.62825252510691,0.624506962051481,4.3112662726041
"12",1.13795093337992,16,1,2,1,2.31411167442124,3.40927006635741,3.95175747551179
"13",0.0602175287341588,17,1,2,1,0.450415495793969,2.40819266223001,2.6018155061402
"14",0.584516115927954,18,1,2,1,0.44832296675903,2.30664136073414,3.08451610765379
"15",0.814780134712291,19,1,2,1,1.53281914104763,0.512341985698628,2.56765380953691
"16",1.47397225216705,20,1,2,1,5.93904391431745,0.528016821548103,2.3005914721304
"17",0.18638776177601,21,1,2,1,0.328699181718989,1.72507566579695,2.9425691991415
"18",0.425044851420383,22,1,2,1,3.65542821816187,2.37867491682336,3.19825978417069
"19",0.772127816276233,23,1,2,1,1.90351379438943,2.68636295344508,2.01927633953064
"20",0.26311760198443,0,1,2,1,3.03234199286408,3.82950807102725,3.36631765710953
"21",0.864142471427133,1,1,2,1,4.31062814096976,2.18548443195947,2.01037540726195
"22",0.564303651695713,2,1,2,1,5.7356080209734,1.43104257793914,3.36020473815985
"23",1.47654718775564,3,1,2,1,3.85449147892424,0.346495302252258,1.99072111689542
"24",1.75985159146514,4,1,2,1,1.64758928080994,2.01656759674909,2.73691255703739
"25",1.82447114895302,5,1,2,1,0.574927795528965,1.51333905636635,2.98074872067589
"26",1.28318881021772,16,1,2,1,2.58748492385118,2.44177544796176,3.7851271418181
"27",0.716977591811275,17,1,2,1,3.33603959706511,2.21046315878489,3.25878520302479
"28",0.0986277028671217,18,1,2,1,2.6945400292711,1.22082033380661,4.39566252634847
"29",2.00950352917007,19,1,2,1,2.44397732772079,2.10035471166221,2.64486981269318
"30",0.0796232298002436,20,1,2,1,5.26339888923505,3.25097428642209,2.70736500004398
"31",1.85111057939214,21,1,2,1,1.0520522880576,1.01503438233565,3.81124260220706
"32",0.745892060845475,22,1,2,1,3.37036222741375,1.51120507480125,3.87571557074625
"33",0.0909270633363997,1,1,2,1,1.75010281554223,2.3530882919111,3.50348086731809
"34",0.411914830905923,2,1,2,1,1.32276517246755,2.00390246051867,2.61105361993973
"35",0.159286970634972,3,1,2,1,1.56086536235783,1.03883828421187,3.43829023530109
